4286,"Still Spirits Turbo Classic 6 Distilling Yeast Spirit Yeast",IMK-50199-Classic6,3.55,50199,12,42.6
3226,Black Rock Miners Beerkit Stout Ingredient Can ,IMK-10110-MinerStout,13.26,10110,13,172.38
